Type,Area,,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,TQ,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015 estimate,2016 estimate
300 NATURAL RESOURCES AND ENVIRONMENT,Parks and recreation,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,*,*,*,*,*,*,..........,*,12,10,10,16,35,31,39,44,7,4,1,2,2,*,3,7,7,4,4,2,1,..........,2,2,33,48,74,77,73,56,64,60,62,58,64,59,59,70,65
300 NATURAL RESOURCES AND ENVIRONMENT,Land acquisition (land and water conservation fund),,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,*,3,22,51,44,46,62,89,107,151,157,156,43,156,180,239,307,292,211,144,166,135,90,80,59,37,27,27,20,24,30,23,2,20,..........,..........,7,10,33,15,95,80,107,47,69,52,41,34,39,24,25,55,95
300 NATURAL RESOURCES AND ENVIRONMENT,Historic Preservation Fund,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,*,*,..........,1,4,4,5,6,6,2,9,10,28,47,51,36,31,51,29,25,25,25,28,31,34,35,37,39,47,41,40,40,37,52,55,41,39,70,64,66,73,83,83,79,79,89,66,61,82,100
300 NATURAL RESOURCES AND ENVIRONMENT,Youth conservation corps,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,9,*,18,18,18,16,11,6,−*,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
300 NATURAL RESOURCES AND ENVIRONMENT,Everglades Watershed Protection,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,35,4,119,25,6,5,..........,6,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
300 NATURAL RESOURCES AND ENVIRONMENT,Everglades Restoration Account,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,1,2,..........,2,1,1,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
300 NATURAL RESOURCES AND ENVIRONMENT,"National Forests Fund, Payment to States",,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,2,2,2,3,4,3,3,3,4,3,3,4,8,9,15,14,9,18,11,10,9,8,9,9
300 NATURAL RESOURCES AND ENVIRONMENT,"Leases of lands for flood control, navigation, etc.",,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,1,1,1,1,1,1,1,1,2,1,1,1,5,5,4,7,39,25,23,24,62,29,43,43
300 NATURAL RESOURCES AND ENVIRONMENT,States Share from Certain Gulf of Mexico Leases,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,25,3,1,..........,..........,4,..........,..........
300 NATURAL RESOURCES AND ENVIRONMENT,Miscellaneous expiring appropriations,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,5,6,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,*,*,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
300 NATURAL RESOURCES AND ENVIRONMENT,"Subtotal, Interior",,..........,1,1,2,1,1,1,2,2,5,8,8,10,12,15,16,16,16,19,22,24,21,21,21,21,22,32,51,83,80,91,116,161,180,219,247,256,65,274,314,404,531,538,510,440,513,506,486,493,537,500,580,614,621,656,696,710,704,807,782,904,842,885,"1,103","1,274","1,463","1,484","1,431","1,423","1,573","1,639","1,736","1,778","1,748","1,802","1,848","1,972","2,030"
300 NATURAL RESOURCES AND ENVIRONMENT,Other Defense--Civil:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300 NATURAL RESOURCES AND ENVIRONMENT,Corps of Engineers: Flood Control,,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,*,17,8,12,18,12,15,15,19,4,1,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........,..........
